Frage,a,b,c,d,e
11. Wann muss gemäß der DS-GVO der Verantwortliche die personenbezogenen Daten des Betroffenen unverzüglich löschen?,A) Wenn diese Daten von vornherein unrechtmäßig verarbeitet wurden,B) Wenn diese Daten zur Ausübung des Rechts auf freie Meinungsäußerung verwendet werden,"C) Wenn diese Daten verwendet werden, um Rechtsansprüche durchzusetzen",D) Wenn die betroffene Person ihre Einwilligung widerruft und es an einer anderweitigen Rechtsgrundlage für die Verarbeitung fehlt,.
12. Unter welchen Voraussetzungen dürfen gemäß DS-GVO und BDSG personenbezogene Daten verarbeitet werden?,A) Wenn die betroffene Person ihre Einwilligung zur Verarbeitung der sie betreffenden personenbezogenen Daten für einen oder mehrere bestimmte Zwecke gegeben hat,"B) Wenn der Verantwortliche nachweisen kann, dass die betroffene Person in die Verarbeitung ihrer personenbezogenen Daten eingewilligt hat","C) Wenn der Betroffene zugestimmt hat. Die Zustimmung ist selbst dann erforderlich, wenn die Verarbeitung zur Erfüllung einer rechtlichen Verpflichtung erforderlich ist, z.B. für die Anmeldung einer Wachperson über das Bewacherregister","D) Wenn die Verarbeitung personenbezogener Daten automatisiert erfolgen soll, z.b. durch Computer. Die Einwilligung des Betroffenen ist nicht erforderlich, wenn die personenbezogenen Daten in Akten manuell verarbeitet werden",.
13. Welche Aussagen zum Selbsthilferecht des Besitzers sind beim Vorliegen der verbotenen Eigenmacht gemäß BGB richtig?,"A) Der Besitzer darf sich verbotener Eigenmacht nur mit Gewalt erwehren, wenn Hilfe durch die Polizei nicht rechtzeitig zu erwarten ist",B) Der Besitzer darf sich verbotener Eigenmacht mit Gewalt erwehren,C) Der durch verbotene Eigenmacht erlangte Besitz ist fehlerhaft,"D) Die Selbsthilfe darf nur derjenige Besitzer ausüben, dem die Sache gehört, gegen die sich die verbotene Eigenmacht richtet",.
14. Wovon kann die Gefahr beim Verteidigungsnotstand gemäß BGB ausgehen?,A) Von Sachen,B) Von Naturereignissen,C) Von Menschen,D) Von Tieren,.
"15. Gemäß §§ 855 und 860 BGB darf der Besitzdiener Rechte ausüben, die dem Besitzer zustehen. Auf welche Fälle trifft dies zu?","A) Er darf zur Durchsetzung eines Anspruchs zugunsten des Besitzers den Täter festnehmen, wenn er der Flucht verdächtig ist",B) Er darf eine dem Besitzer weggenommene Sache dem auf frischer Tat betroffenen oder verfolgten Täter notfalls mit Gewalt abnehmen,"C) Er darf sich mit Gewalt einer Besitzstörung erwehren, die gegen den Besitzer gerichtet ist",D) Er darf eine gegen den Besitz des Besitzherrn gerichtete gegenwärtige Gefahr abwenden,.
"16. Wachperson W führt Einlasskontrollen in einem Stadion durch. Das Mitnehmen von Glasflaschen ist verboten, da sie als Wurfgeschosse verwendet werden können. Bei der Kontrolle eines 20-Jährigen stellt W eine Glasflasche fest. Die Person weigert sich, die Flasche abzugeben. Mit welcher Rechtfertigung kann W dem 20-Jährigen das Betreten des Stadions verweigern?",A) Mit der Allgemeinen Selbsthilfe (§ 229 BGB),"B) Mit der Selbsthilfe des Besitzdieners (§§ 859 , 860 BGB)",C) Mit der Notwehr (§ 227 BGB),D) Mit dem übertragenen Hausrecht,.
"17. Überprüfen Sie bei den unten aufgeführten Sachverhalten, ob gegen das Schikaneverbot (§226 BGB) verstoßen wird. Kreuzen Sie die Fälle der Schikane an. ","A) Ein Türsteher einer gastgewerblichen Diskothek gewährt Jugendlichen keinen Eintritt, weil sie sich einer Alterskontrolle nicht unterziehen wollen ",B) Ein Sicherheitsmitarbeiter kommt immer wieder zu spät zum Dienst. Dafür wird er jedes Mal von seinem Vorgesetzten getadelt,"C) Ein Sicherheitsmitarbeiter führt immer wieder bei wenigen bestimmten Personen Taschenkontrollen durch, obwohl er dazu nicht beauftragt ist und das Verhalten dieser Personen hierzu auch keinen Anlass gibt ","D) Ein Türsteher einer gastgewerblichen Diskothek gewährt seine Ex-Frau keinen Eintritt, weil sie von ihm geschieden ist",.
"18. Wachperson W bewacht das Lager eines Kunden. Während eines Kontrollganges beobachtet W die Person X, die vor der Wand einer Lagerhalle steht und eine Farbspraydose hörbar schüttelt. W ist Besitzdiener. Kann W gemäß BGB eingreifen, um die Verunstaltung der Lagerhalle mit Graffiti durch X zu verhindern?","A) Ja, W kann aber erst im Sinne der allgemeinen Selbsthilfe einschreiten, wenn X begonnen hat, die Wand der Lagerhalle zu besprühen","B) Ja, W kann durch das Selbsthilferecht des Besitzdieners verhindern, dass X den Besitz des Kunden durch Graffiti stört","C) Ja, W kann den unmittelbar bevorstehenden , rechtswidrigen Angriff auf das Rechtsgut „Eigentum"" des Kunden durch Notwehr abwehren","D) Ja, W kann im Sinne des Angriffsnotstands gegen X vorgehen, um die Gefahr der Verunstaltung der Lagerhalle durch Graffiti abzuwenden",.
19. Was ist verbotene Eigenmacht in Form der Besitzentziehung gemäß BGB?,"A) Ein Fahrzeugführer, der einem Unfallverletzten Erste Hilfe leistet, parkt sein Auto während der Hilfeleistung auf einem Privatparkplatz. Ein anderer Platz steht in diesem Moment nicht zur Verfügung",B) Eine Person nimmt einer anderen ohne deren Einwilligung und ohne Rechtfertigungsgrund eine bewegliche Sache weg,"C) Ein Verteidiger entwendet dem Angreifer das Angriffsmittel, um dadurch die Angriffshandlung zu stoppen","D) A parkt sein Auto auf dem von B gemieteten Parkplatz, der jetzt sein Auto woanders abstellen muss",.
"20. Welche Aussagen zur „Selbsthilfe des Besitzdieners"" sind gemäß §§ 855 und 860 BGB richtig?","A) Der Besitzdiener darf eine dem Besitzer weggenommene Sache auch Tage später dem Dieb abnehmen, um sie dem Besitzer zurückzugeben","B) Der Besitzdiener darf bei verbotener Eigenmacht nur eingreifen, wenn er sich zuvor vom Eigentümer die Zustimmung eingeholt hat",C) Der Besitzdiener darf eine dem Besitzer weggenommene Sache dem auf frischer Tat betroffenen oder verfolgten Täter notfalls mit angemessener Gewalt abnehmen,"D) Der Besitzdiener darf eine Person, die sich unbefugt im Hausrechtsbereich aufhält, vom Objekt verweisen oder mit angemessener Gewalt entfernen",.
21. Welche Rechtsgüter schützt der Angriffsnotstand gemäß § 904 BGB?,A) Er schützt nur die Rechtsgüter Leben und Gesundheit,B) Er schützt eigene Rechtsgüter jeder Art,C) Er schützt fremde Rechtsgüter jeder Art,D) Er schützt nur die Rechtsgüter Eigentum und Besitz,.
22. Kaufhausdetektiv K stößt unabsichtlich die Einkaufstasche eines Kunden von einem Tisch. Die sich darin befindende Vase geht dadurch zu Bruch. Ist K gemäß BGB schadensersatzpflichtig?,"A) Ja, weil er fahrlässig und widerrechtlich fremdes Eigentum zerstört hat","B) Nein, weil er fremdes Eigentum ohne Vorsatz beeinträchtigt hat","C) Nein, weil er nicht widerrechtlich gehandelt hat","D) Ja, weil er vorsätzlich fremdes Eigentum widerrechtlich zerstört hat",.
23. Bei welchem Rechtfertigungsgrund kann trotz Beachtung der gesetzlich vorgeschriebenen Voraussetzungen der Handelnde zum Schadensersatz verpflichtet  sein?,A) Beim Aggressivnotstand (§ 904 BGB),B) Bei der Selbsthilfe des Besitzers (§ 859 BGB),C) Bei der Allgemeinen Selbsthilfe (§ 229 BGB),D) Bei der Notwehr (§ 227 BGB),.
24. Welche Aussagen zum Aggressivnotstand gemäß BGB sind richtig?,A) Der Aggressivnotstand ist ein Rechtfertigungsgrund,B) Die Gefahr darf nur von eigenen Rechtsgütern abgewehrt werden,C) Ein Anspruch auf Schadensersatz ist ausgeschlossen,D) Die Gefahr muss gegenwärtig sein,.
"25. Die Straftat wird allgemein als eine tatbestandsmäßige, rechtswidrige und schuldhafte Handlung eines Menschen dargestellt. In welchem Fall handelt es sich im strafrechtlichen Sinne um eine schuldhafte menschliche Handlung?","A) Wenn eine Person bei einem Unglücksfall keine Hilfe leistet, obwohl dies möglich und zumutbar wäre",B) Wenn sich eine Person im Zustand der Bewusstlosigkeit bewegt und dabei eine andere Person verletzt,C) Wenn eine Person in rechtswidriger Zueignungsabsicht eine fremde bewegliche Sache einem anderen wegnimmt,D) Wenn ein 12-jähriger Schüler gewollt einen anderen Schüler mittels einer Ohrfeige körperlich misshandelt,.
"26. K betritt kurz vor Geschäftsschluss ein Kaufhaus, versteckt sich und läßt sich nach Geschäftsschluss einschließen. Nach einer Weile hat er verschiedene Elektroartikel in seinem Rucksack verstaut und will das Kaufhaus verlassen. Kaufhausdetektiv P stellt K und verhindert, dass K mit der Beute flüchtet. P hält K bis zum Eintreffen der alarmierten Polizei fest. Auf welche Rechtfertigungsgründe kann P sein Einschreiten stützen?",A) Auf die vorläufige Festnahme gemäß § 127 Abs. 1 StPO,B) Auf den rechtfertigenden Notstand gemäß § 34 StGB,C) Auf den entschuldigenden Notstand gemäß § 35 StGB,D) Auf die Notwehr gemäß § 32 StGB,.
27. Welche Aussagen zum Hausfriedensbruch gemäß § 123 StGB sind richtig?,A) Der Hausfriedensbruch ist ein Vergehen,B) Der Versuch ist strafbar,C) Der Hausfriedensbruch ist ein Offizialdelikt,D) Der fahrlässige Hausfriedensbruch ist ein Antragsdelikt,.
"28. Was sind besonders schwere Fälle des Diebstahls gemäß §§ 242, 243 StGB?",A) Einbruchdiebstahl in einen Geschäftsraum,B) Wohnungseinbruchdiebstahl,C) Diebstahl mit Waffen,D) Diebstahl eines Maschinengewehrs,.
29. Welche Aussagen zum Raub und zum räuberischen Diebstahl sind gemäß StGB richtig?,A) Bei beiden Delikten ist Fahrlässigkeit strafbar,B) Beide Delikte sind Verbrechen,C) Beide Delikte sind Vergehen,D) Beide Delikte sind Offizialdelikte,.
30. Welche Aussagen zur Begünstigung gemäß StGB sind richtig?,A) Die Begünstigung ist ein Verbrechen,"B) Die Begünstigung setzt eine begangene Vortat voraus, z.B. einen Diebstahl","C) Die Begünstigung ist auch durch Unterlassen möglich, wenn eine Garantenpflicht zur Verhinderung des Erfolgs besteht","D) Die Begünstigung ist auch dann strafbar, wenn sie fahrlässig begangen wird",.
"31. Eine Person gibt sich unter Vorlage eines Dienstausweises gegenüber einem Bewachungsgewerbetreibenden als Beamter der zuständigen Gewerbebehörde aus und verlangt Auskünfte über den Geschäftsbetrieb. Bei der Überprüfung des Ausweises stellt sich heraus, dass dieser unecht ist. Macht sich die Person strafbar?","A) Ja, wegen Betrug (§ 263 StGB)","B) Ja, wegen Urkundenfälschung (§ 267 StGB)","C) Ja, wegen Amtsanmaßung (§ 132 StGB)","D) Ja, wegen Mißbrauch von Ausweispapieren (§ 281 StGB)",.
32. Bei welchen Delikten kann die fahrlässige Begehung strafbar sein?,A) Bei Körperverletzungsdelikten,B) Bei Beleidigungsdelikten,C) Bei Waffendelikten,D) Bei Eigentums- und Vermögensdelikten,.
"33. Gemeinschaftlich beschmieren drei Jugendliche großflächig mit Lackfarbe die Wände eines Bahnhofs. Diese Schmierereien enthalten auch Äußerungen, die die Ehre des Betreibers der Bahnhofsgaststätte verletzen. Wie haben sich die drei Jugendlichen gemäß StGB strafbar gemacht?",A) Sie haben Hausfriedensbruch gemäß § 123 StGB in Mittäterschaft begangen,B) Sie haben Sachbeschädigung gemäß § 303 StGB in Mittäterschaft begangen,C) Sie haben eine tätliche Beleidigung gemäß § 185 StGB in Mittäterschaft begangen,D) Sie haben eine Beleidigung gemäß § 185 StGB in Mittäterschaft begangen,.
"34. Wer macht sich wegen „Erschleichen von Leistungen"" gemäß § 265a StGB strafbar?",A) Wer mit Absicht eine funktionsfähige Parkuhr nicht mit Geldeinwurf bedient,B) Wer mit Vorsatz einen Zigarettenautomaten aufbricht und die Zigarettenschachteln an sich nimmt,"C) Wer absichtlich in einem Zug in der 1. Klasse fährt, obwohl er nur für die 2. Klasse bezahlt hat","D) Wer, weil er kein Eintrittsgeld zahlen will, den Türsteher einer Diskothek weglockt und sich so unkontrolliert Zugang zur Diskothek verschafft",.
"35. Türsteher T verweigert dem 30-jährigen M den Zutritt in die Diskothek. Daraufhin spuckt M dem T ins Gesicht und droht ihm mit geballter Faust Schläge an, um so den Einlaß in die Diskothek zu erzwingen. T lässt sich aber nicht beeindrucken und setzt sich gegen M durch. Welche Aussagen zu diesem Fall sind richtig?",A) M begeht eine vorsätzliche tätliche Beleidigung,B) M begeht einen versuchten Hausfriedensbruch,C) M begeht eine versuchte Nötigung,D) M begeht eine vollendete Nötigung,.
36. Wann liegt Amtsanmaßung gemäß § 132 StGB vor?,A) Person W stellt sich als Geschäftsführer eines Warenhauses vor,B) Person X erteilt dem Fahrer eines verkehrswidrig geparkten Pkws eine Verwarnung über 15 Euro wegen Falschparkens,"C) Person Z behauptet, sie sei Polizeikommissar und beschlagnahmt eine Schusswaffe","D) Person M zeigt der Person B eine Münze und behauptet, dies sei eine Polizeidienstmarke",.
"37. Das Wach- und Sicherungspersonal muß gemäß der Unfallverhütungsvor- schritt DGUV Vorschrift 23, Wach- und Sicherungsdienste, in Wachobjekte eingewiesen werden. Welche Aussagen zur Objekteinweisung sind richtig?","A) Der Unternehmer muß dafür sorgen, dass das Wach- und Sicherungspersonal in das Wachobjekt und in die spezifischen Gefahren eingewiesen wird","B) Der Unternehmer muß dafür sorgen, dass das Wach- und Sicherungspersonal immer zur Tageszeit eingewiesen wird","C) Der Unternehmer kann auf die Objekteinweisung verzichten, wenn das Wach- und Sicherungspersonal über ausreichend Berufserfahrung verfügt. Ansonsten genügt eine Objekteinweisung alle zwei Jahre","D) Der Unternehmer muß das Wach- und Sicherungspersonal über das Verhalten bei der Begegnung mit Diensthunden einweisen lassen, wenn im Wachobjekt diese Hunde eingesetzt werden",.
"38. Welche Schußwaffen dürfen gemäß der Unfallverhütungsvorschrift DGUV Vorschrift 23, Wach- und Sicherungsdienste, geführt werden?","A) Schusswaffen, die von einem Sachkundigen eines Schützenvereins geprüft wurden","B) Schußwaffen, die ein europäisches Herstellerzeichen tragen","C) Schusswaffen, die mindestens einmal jährlich durch Sachkundige hinsichtlich ihrer Handhabungssicherheit geprüft werden","D) Schußwaffen, die amtlich geprüft sind und ein in der Bundesrepublik Deutschland anerkanntes Beschusszeichen tragen",.
"39. Was regelt die Unfallverhütungsvorschrift  DGUV Vorschrift 23, Wach- und Sicherungsdienste,  über die Ausrüstung des Wach- und Sicherheitspersonals?",A) Das Wach- und Sicherungspersonal muß die zur Verfügung gestellte Ausrüstung sowie Hilfsmittel und Schutzkleidung bestimmungsgemäß benutzen,B) Das Wach- und Sicherungspersonal muß die zweckfremde Nutzung von Ausrüstungsgegenständen der zuständigen Berufsgenossenschaft melden,"C) Das Wach- und Sicherungspersonal muß mit leistungsfähigen Handleuchten ausgerüstet werden, und Ersatzlampen und Ersatzakkus sollen in erreichbarer Nähe zur Verfügung stehen",D) Versicherte haben festgestellte Mängel an der persönlichen Schutzausrüstung unverzüglich selbst und auf eigene Kosten zu beseitigen,.
"40. Welche Aussagen sind gemäß der Unfallverhütungsvorschrift DGUV Vorschrift 1, Grundsätze der Prävention, richtig?","A) Das Betreten von Räumen und der Aufenthalt darin ist zu verbieten, wenn dadurch eine Gefahr für die Sicherheit und die Gesundheit besteht","B) Die Beschäftigten müssen auch solche Weisungen des Unternehmers beachten, die die Gesundheit gefährden","C) Der Unternehmer muß dafür sorgen, dass jede Erste-Hilfe-Leistung der zuständigen Berufsgenossenschaft gemeldet wird","D) Der Unternehmer muß dafür sorgen, dass den Beschäftigten die für ihren Arbeitsbereich geltenden Unfallverhütungsvorschriften in verständlicher Weise vermittelt werden",.
"41. Gemäß der Unfallverhütungsvorschrift DGUV Vorschrift 1, Grundsätze der Prävention, muß jede Erste-Hilfe-Leistung dokumentiert werden. Welche Aussagen zum Verbandbuch sind richtig?","A) Im Verbandbuch muß notiert werden, an wen Schmerzmittel und Verbandsmaterial ausgegeben worden sind","B) Im Verbandbuch müssen Erste-Hilfe-Leistungen, die während des Dienstes erfolgen, eingetragen werden",C) Im Verbandbuch muß die Krankmeldung eines Mitarbeiters zum Dienstbeginn eingetragen werden,D) Die im Verbandbuch eingetragenen Erste-Hilfe-Leistungen müssen fünf Jahre lang aufbewahrt und vertraulich behandelt werden,.
"42. Welche grundsätzlichen Anforderungen an das Wach- und Sicherungspersonal sind in der „Allgemeinen Dienstanweisung"" gemäß der Unfallverhütungsvorschrift DGUV Vorschrift 23, Wach· und Sicherungsdienste, zu beschreiben?",A) Objektbezogene Kontrollmaßnahmen,B) Rechte und Pflichten einschließlich Verschwiegenheitspflicht,C) Verbot von Schreckschuss- oder Gasschußwaffen,D) Unterstellungsverhältnis und Weisungsberechtigte,.
"43. Was muß in der „Allgemeinen Dienstanweisung"" gemäß Unfallverhütungsvorschrift DGUV Vorschrift 23, Wach- und Sicherungsdienste, beschrieben werden?",A) Die Beschreibung von Nebentätigkeiten wie Winterdiensten,B) Der Umgang mit Schußwaffen,C) Die objektspezifischen Abläufe von Zugangskontrollen und Kontrollgängen,D) Das Verbot berauschender Mittel,.
"44. Welche Hunde dürfen gemäß der Unfallverhütungsvorschrift DGUV Vorschrift 23, Wach- und Sicherungsdienste, als Diensthunde eingesetzt werden?","A) Nur geprüfte Hunde, die für die Aufgabe ausgebildet und geeignet sind","B) Alle Hunderassen, wenn sie die Gebrauchshundeprüfung der Polizei mit Erfolg abgelegt haben","C) Hunde, die nicht zur Bösartigkeit neigen","D) Hunde, die alle drei Jahre eine Gebrauchshundeprüfung mit Erfolg ablegen",.
"45. Welche Aussagen zum „Kleinen Waffenschein"" gemäß WaffG sind richtig?",A) Er wird grundsäzlich befristet erteilt.,B) Er wird grundsäzlich unbefristet erteilt.,C) Er wird nur mit Beschränkungen erteilt,"D) Er gilt nur für Schreckschuss-, Reizgas- und Signalwaffen mit PTB-Zeichen im Kreis",.
46. Welche Fristen gelten für die Waffenbesitzkarte gemäß WaffG?,A) Die Erlaubnis zum Erwerb einer Waffe gilt für die Dauer eines Jahres,B) Die Erlaubnis zum Erwerb einer Waffe gilt für die Dauer von vier Wochen,C) Die Erlaubnis zum Besitz einer Waffe gilt für die Dauer von drei Jahren,D) Die Erlaubnis zum Besitz einer Waffe wird grundsätzlich unbefristet erteilt,.
47. Wozu berechtigt der Waffenschein gemäß WaffG?,A) Zum Erwerb von Schußwaffen,B) Zum Führen von halbautomatischen Pistolen,C) Zum Erwerb von Munition,D) Zum Besitz von Waffen,.
48. Wann kann der Schußwaffengebrauch gerechtfertigt sein?,A) Wenn es der Auftraggeber anordnet,B) Wenn eine Notwehrsituation vorliegt,C) Wenn er durch eine Dienstanweisung vorgeschrieben ist,D) Wenn eine Notstandssituation vorliegt,.
49. Wann verläuft ein Gespräch positiv?,A) Wenn ein Gesprächspartner dominant auftritt,B) Wenn der Blickkontakt zum Gesprächspartner vermieden wird,C) Wenn ein Gesprächspartner oft unterbrochen wird,D) Wenn sich die Gesprächspartner gegenseitig ausreden lassen,.
"50. Welche Aussage über das Verhalten einer Einzelperson in Gruppen, Mengen oder Massen ist richtig?","A) In der Gruppe, Menge oder Masse fühlt sich die Einzelperson unterlegen und hält sich mit eigenen Aktivitäten zurück","B) Eine Person verhält sich immer gleich. Es ist egal, ob sie allein oder Mitglied einer Gruppe ist oder sich in einer Menge oder Masse befindet","C) In der Anonymität der Gruppe, Menge oder Masse lassen sich Einzelpersonen oft zu Handlungen verleiten, die sie sonst unterlassen worden","D) Das Verhalten einer Person in einer Gruppe ist unberechenbar, sie unterwirft sich spontanen Gruppenregeln und passt sich stets an",.
51. Was ist eine Suggestivfrage?,"A) Eine Frage, bei der mehrere Antworten zur Auswahl stehen","B) Eine Frage, bei der eine eindeutige Stellungnahme gefordert wird","C) Eine Frage, bei der eine bestimmte Antwort nahegelegt wird","D) Eine Frage, bei der eine Meinung erforscht wird",.
52. Wie lassen sich Konflikte und Spannungen im Umgang mit schutzbedürftigen Geflüchteten vermeiden?,A) Eigene Ansichten und Vorurteile überprüfen und sich über kulturelle Unterschiede informieren,B) Einmal gefasste Vorurteile ungeprüft beibehalten und auf alle Schutzbedürftigen anwenden,C) Möglichst viele Informationen zu den Besonderheiten aus der Kultur der Schutzbedürftigen einholen,D) Die Schutzbedürftigen herzlich mit einer Umarmung und Händeschütteln begrüßen,.
53. Wann kann beim Umgang mit Gruppen aus unterschiedlichen Kulturen die Situation eskalieren?,"A) Wenn ein Gesprächspartner ungeduldig wird, weil seine Informationen nicht sofort verstanden werden",B) Wenn die Beteiligten miteinander reden und Interesse an einer Lösung zeigen,C) Wenn sich mehrere Personen gegen eine Minderheit verbünden,"D) Wenn durch verbale und nonverbale Kommunikation versucht wird, die Situation zu beruhigen",.
54. Wie kann ein Vorgesetzter die Kommunikation unter seinen Mitarbeitern fördern?,A) Durch anlassbezogenen Erfahrungsaustausch,B) Durch Überwachung der Gespräche zwischen den Mitarbeitern,C) Durch Einführung von regelmäßigen Mitarbeitergesprächen,D) Durch Übernahme der Führungsrolle in jedem Gespräch,.
"55. Was können Wachpersonen tun, um den Umgang und die Kommunikation mit Flüchtlingen zu erleichtern?",A) Vorurteile erkennen und vermeiden sowie sich über die Sitten und Gebräuche in anderen Ländern informieren,"B) Persönliche Ansichten äußern und daran festhalten, weil dies in allen Kulturen als ehrlich angesehen wird","C) Deutlich machen, dass die Einhaltung von Regeln wichtiger ist als das Verständnis für die Bedürfnisse von Menschen aus anderen Ländern",D) Verständnis und Einfühlungsvermögen für unterschiedliche religiöse und gesellschaftliche Wertvorstellungen zeigen,.
56. Welche Aussagen über menschliche Gefühle sind richtig?,A) Im beruflichen Umfeld sind Gefühle wie Ärger und Enttäuschung positiv. Sie erhöhen die ,B) überzeugendes Auftreten ist nur möglich mit sachlichen und rationalen Argumenten. Gefühle sind hierbei störend,"C) Die Kommunikation kann durch Gefühle, die sich auf der Beziehungsebene ausdrücken,  beeinflusst werden","D) Die Gesprächsführung kann erschwert sein, wenn die Beziehung zwischen den Gesprächspartnern durch Gefühle wie Wut gestört wird",.
57. Was ist aggressives Verhalten?,A) Einen anderen Menschen beleidigen,B) Ein fremdes Fahrzeug fahrlässig beschädigen,C) Mit Absicht fremde Sachen zerstören,D) Wichtige Informationen gegenüber Kollegen zurückhalten,.
58. Wie können Konflikte vermieden werden?,"A) Eine Person, die sich falsch verhalten hat, vor Unbeteiligten zur Rede stellen",B) Im Gespräch dem anderen zuhören und die Angelegenheit sachlich erörtern,C) Argumenten des Gesprächspartners sofort widersprechen und diese ins Lächerliche ziehen,D) Im Umgang mit anderen neutral sein und Gemeinsamkeiten deutlich machen,.
59. Wer ist selbstsicher?,A) Wer handlungssicher und kompetent auftritt,B) Wer seine Machtposition ausnutzt,C) Wer eine gefestigte Persönlichkeit besitzt,D) Wer sich durch jede Art von Kritik verletzt fühlt,.
60. Was lässt sich beim Gesprächspartner durch aktives Zuhören erreichen?,A) Distanz,B) Vertrauen,C) Zurückhaltung,D) Offenheit,.
"61. Welches Verhalten ist Wachpersonen zu empfehlen, wenn ihr Gegenüber aggressiv ist?",A) Spontan mit Gegenaggression reagieren,B) Auf die Eigensicherung achten,C) Eigenen Gefühlen freien Lauf lassen,D) Mit Entschlossenheit und Selbstsicherheit auftreten,.
